,제목,별점,사람,기타정보,상영시간
1335,에어플레인,3.4,"3,844",['1980 ・ 재난 ・ 미국'],1시간 28분
1338,,0,0,[],
1350,귀여운 말도둑,2.8,4,['1977 ・ 드라마 ・ 미국'],1시간 44분
1356,나이트메어 6 - 프레디 죽다,2.6,895,['1991 ・ 공포 ・ 미국'],1시간 38분
1361,2010 우주 여행,3.4,261,['1984 ・ SF ・ 미국'],1시간 54분
1370,우주 해적선,3.0,8,['1984 ・ 액션 ・ 미국'],
1373,제르미날,3.5,272,['1993 ・ 드라마 ・ 이탈리아 ・ 프랑스 ・ 벨기에'],2시간 50분
1390,파이어 다운,2.6,92,['1997 ・ 액션 ・ 미국'],1시간 45분
1392,오이디프스,2.6,23,['1996 ・ 드라마 ・ 스페인 ・ 콜롬비아 ・ 멕시코 ・ 쿠바'],1시간 40분
1397,페릴,2.4,4,['1997 ・ 드라마 ・ 미국'],1시간 33분
1402,스케이트 갓,0,0,['2019 ・ 액션 ・ 미국'],
1403,가요 반세기,3.5,13,['1968 ・ 다큐멘터리 ・ 한국'],1시간 20분
1404,,0,0,[],
1405,동창회,0,0,['2002 ・ 스웨덴'],1시간 40분
1406,자연스럽게!: 알리스 기-블라쉐의 숨은 이야기 트레일러,3.5,15,['2016 ・ 다큐멘터리 ・ 미국'],4분
1408,Up World,0,0,['1990'],
1409,열정의 록큰롤!,3.3,89,['1989 ・ 드라마 ・ 미국'],1시간 42분
1412,,0,0,[],
1413,,0,0,[],
1417,연지구,3.5,"1,478",['1987 ・ 로맨스 ・ 홍콩'],
1419,사랑의 블랙홀,3.8,9만,['1993 ・ 판타지 ・ 미국'],
1422,정오의 출격,3.4,77,['1949 ・ 전쟁 ・ 미국'],
1423,,0,0,[],
1429,밴,2.7,21,['1996 ・ 미국'],1시간 37분
1430,,0,0,[],
1433,레옹,4.2,68만,['1994 ・ 액션 ・ 프랑스'],
1439,곡스,3.5,791,['1993 ・ 애니메이션 ・ 영국'],
1440,건망증 선생님,4.0,2,['1988 ・ 판타지 ・ 미국'],
1452,핑크 플라밍고,2.8,"2,047",['1972 ・ 범죄 ・ 미국'],1시간 48분
1456,Moses the Lawgiver,0,0,['1974 ・ 역사 ・ 이탈리아 ・ 미국 ・ 영국'],
1458,듄,3.6,41,['2020 ・ 모험 ・ 미국 ・ 헝가리 ・ 캐나다'],
1461,모든 개들은 천국에 간다,3.2,83,['1989 ・ 애니메이션 ・ 미국'],1시간 25분
1462,골디락스,3.5,2,['1995 ・ 코미디 ・ 미국'],1시간 30분
1467,소년 소녀를 만나다,3.7,"7,806",['1984 ・ 드라마 ・ 프랑스'],
1468,희몽인생,3.7,262,['1993 ・ 전쟁 ・ 일본 ・ 대만'],2시간 22분
1484,8월의 크리스마스,3.9,27만,['1998 ・ 로맨스 ・ 한국'],
1485,,0,0,[],
1486,더 바이블 - 요셉,3.7,50,['1995 ・ 드라마 ・ 독일 ・ 이탈리아 ・ 미국'],3시간 4분
1487,모세,3.4,154,['1995 ・ 드라마 ・ 스페인 ・ 독일 ・ 이탈리아 ・ 프랑스 ・ 영국 ・ 미국 ・ 체코'],3시간 8분
1489,더 바이블 - 다윗,2.7,16,['1997 ・ 독일 ・ 이탈리아 ・ 미국'],3시간 4분
1491,대하를 삼키는 여인,3.5,39,['1960 ・ 로맨스 ・ 미국'],
1498,한나와 그 자매들,3.6,"3,837",['1986 ・ 코미디 ・ 미국'],
1500,사랑이 눈뜰 때,3.0,4,['1993 ・ 아이슬란드 ・ 스웨덴'],1시간 27분
1503,초콜릿 천국,3.7,"2,436",['1971 ・ 판타지 ・ 미국'],1시간 40분
1512,영 러버,2.7,84,['1995 ・ 로맨스 ・ 미국'],1시간 33분
1517,,0,0,[],
1519,나는 비밀을 알고 있다,3.5,"1,227",['1956 ・ 드라마 ・ 미국'],2시간 00분
1521,최후의 용사,2.5,7,['1975 ・ 액션 ・ 미국'],1시간 34분
1529,삼합회,3.0,11,['1999 ・ 홍콩'],
1545,,0,0,[],
1546,블러드 골드,2.8,3,['2014 ・ 액션 ・ 호주'],
1549,낫씽 투 루즈,3.1,731,['1997 ・ 액션 ・ 미국'],
1566,흰 양복의 사나이,3.8,16,['1951 ・ 드라마 ・ 영국'],1시간 25분
1567,리차드 3세,3.2,142,['1995 ・ 전쟁 ・ 영국 ・ 미국'],1시간 44분
1570,싸일런트 트리거,2.7,67,['1996 ・ 액션 ・ 캐나다 ・ 영국'],1시간 33분
1575,지미 헐리우드,2.8,97,['1994 ・ 드라마 ・ 미국'],1시간 52분
1579,짚시,3.3,2,['1988 ・ 전쟁 ・ 영국'],1시간 43분
1580,체이서,2.5,51,['1994 ・ 코미디 ・ 미국'],1시간 40분
1583,보니와 클라이드,3.4,259,['1992 ・ 드라마 ・ 미국'],1시간 33분
1584,줄리엣,2.5,3,['2010 ・ 드라마 ・ 대만'],
1586,딸깍! 텔레비전 현상,0,0,['2013 ・ 애니메이션 ・ 체코'],1분
1599,크로노스,3.3,"1,141",['1992 ・ 스릴러 ・ 멕시코'],1시간 35분
1601,피노키오 신드롬,2.6,68,['1996 ・ 공포 ・ 미국'],1시간 36분
1604,금지된 사랑,3.8,315,['1992 ・ 로맨스 ・ 프랑스'],1시간 44분
1605,담뽀뽀,3.6,"1,420",['1986 ・ 드라마 ・ 일본'],1시간 54분
1606,세기의 거래,2.8,16,['1983 ・ 코미디 ・ 미국'],1시간 39분
1610,비련의 신부,3.6,316,['1967 ・ 드라마 ・ 이탈리아 ・ 프랑스'],1시간 47분
1617,나의 사랑 나의 신부,3.1,1만,['1990 ・ 로맨틱코미디 ・ 한국'],1시간 51분
1626,공포의 별장,3.1,21,['1987 ・ 공포 ・ 미국'],3시간 1분
1639,마루사의 여자,3.5,94,['1987 ・ 범죄 ・ 일본 ・ 미국'],2시간 7분
1641,대 야반도주 야반도주 본점 3,3.0,1,['1995 ・ 코미디 ・ 일본'],1시간 42분
1642,천사행동 2 - 화봉광룡,2.3,17,['1989 ・ 액션 ・ 홍콩'],
1657,첩혈쌍웅,3.8,2만,['1989 ・ 액션 ・ 홍콩'],
1662,길,3.9,"9,718",['1954 ・ 드라마 ・ 이탈리아'],
1670,첫사랑,3.3,203,['1997 ・ 드라마 ・ 홍콩'],
1676,O.J. 심슨 스토리,4.6,4,['1995 ・ 미국'],
1685,10대의 반항,2.5,6,['1959 ・ 한국'],
1702,,0,0,[],
1703,잠자는 남자,3.0,50,['1996 ・ 일본'],1시간 43분
1704,왕각적천궁 2 - 남소의,3.0,1,['1996 ・ 홍콩'],
1710,파리 텍사스,3.9,"7,732",['1984 ・ 드라마 ・ 독일 ・ 프랑스'],2시간 25분
1711,,0,0,[],
1713,서유기 2 - 선리기연,4.1,9만,['1994 ・ 코미디 ・ 홍콩'],
1717,리썰 웨폰 3,3.5,2만,['1992 ・ 액션 ・ 미국'],1시간 50분
1724,석유의 길,2.8,2,['1967 ・ 다큐멘터리 ・ 이탈리아'],2시간 13분
1728,La tragedia di un uomo ridicolo,0,0,['1981'],1시간 57분
1734,,0,0,[],
1740,,0,0,[],
1743,검은함정,3.8,"1,538",['1958 ・ 범죄 ・ 미국'],
1744,반 고호,3.3,210,['1991 ・ 드라마 ・ 프랑스'],2시간 35분
1747,가메라 3 - 사신 이리스의 각성,3.5,178,['1999 ・ 일본'],1시간 48분
1749,빈센트,3.4,405,['1990 ・ 드라마 ・ 프랑스 ・ 이탈리아 ・ 네덜란드 ・ 영국 ・ 독일'],
1752,,0,0,[],
1756,커튼 클럽,3.2,520,['1984 ・ 범죄 ・ 미국'],2시간 9분
1757,전장의 우정,2.9,23,['1979 ・ 로맨스 ・ 영국'],
1759,페드로 선장의 모험,2.6,4,['1947 ・ 미국'],2시간 20분
1769,이방의 여인들,0,0,['1996 ・ 다큐멘터리 ・ 미국'],
1770,,0,0,[],
1771,국가의 탄생,2.9,"2,194",['1914 ・ 로맨스 ・ 미국'],3시간 7분
1772,,0,0,[],
1773,러블리 본즈,3.1,4만,['2009 ・ 판타지 ・ 미국 ・ 영국 ・ 뉴질랜드'],
1779,미스 먼데이,2.5,3,['1998 ・ 드라마 ・ 영국 ・ 미국'],1시간 30분
1780,2 바이 4,0,0,['1998 ・ 미국'],1시간 30분
1783,사랑에 속고 돈에 울고,0,0,['1939 ・ 한국'],
1790,,0,0,[],
1791,,0,0,[],
1792,,0,0,[],
1793,프로스트,0,0,['1997 ・ 독일'],3시간 20분
1794,"First Love, Last Rites",2.0,1,['1998 ・ 드라마 ・ 미국'],1시간 34분
1795,폴란드 신부,0,0,['1998 ・ 네덜란드'],1시간 30분
1796,유년의 사랑,2.2,52,['1977 ・ 로맨스 ・ 독일 ・ 이탈리아 ・ 독일(구 서독)'],1시간 33분
1797,검모,3.7,"1,102",['1997 ・ 드라마 ・ 미국'],1시간 29분
1799,Who Killed Vincent Chin?,2.8,2,['1988'],
1803,푸른 골짜기 2,3.6,5,['1998 ・ 애니메이션 ・ 미국'],1시간 15분
1806,"Alésia, le dernier combat",0,0,['2016 ・ 다큐멘터리'],
1810,,0,0,[],
1812,스틸,2.3,"1,136",['1997 ・ 액션 ・ 미국'],1시간 37분
1820,바바라,0,0,['1997 ・ 덴마크'],2시간 23분
1823,푸줏간 소년,3.7,"4,330",['1997 ・ 코미디 ・ 미국 ・ 아일랜드'],
1826,걸스 나잇,1.9,4,['1998 ・ 코미디 ・ 영국'],1시간 42분
1828,쾌락과 타락,3.1,51,['1997 ・ 홍콩'],1시간 34분
1830,제니와 완벽한 남자,2.5,5,['1998 ・ 드라마 ・ 프랑스'],1시간 38분
1831,,0,0,[],
1832,,0,0,[],
1833,,0,0,[],
1840,,0,0,[],
1841,슈슈,4.1,17,['1998 ・ 중국 ・ 홍콩 ・ 미국'],1시간 39분
1854,특명 델타 포스 2 - 메이데이,2.8,2,['1998 ・ 미국'],1시간 45분
1856,,0,0,[],
1857,비호풍운,0,0,['1997 ・ 홍콩'],
1858,해결사,2.6,23,['1989 ・ 액션 ・ 미국'],1시간 37분
1862,,0,0,[],
1864,라스푸친,3.0,57,['1996 ・ 드라마 ・ 미국'],2시간 15분
1875,미스트라이얼,2.2,5,['1996 ・ 액션 ・ 미국'],1시간 29분
1876,블러드 캅,0,0,['1996 ・ 액션 ・ 미국'],1시간 14분
1877,비비드,2.9,4,['1997 ・ 드라마 ・ 캐나다'],1시간 24분
1879,나이트메어 7: 뉴 나이트메어,3.0,502,['1994 ・ 판타지 ・ 미국'],1시간 45분
1888,혼불,3.8,4,['1997 ・ 일본'],1시간 41분
1898,사랑하고 싶은 여자 & 결혼하고 싶은 여자,2.4,363,['1993 ・ 로맨틱코미디 ・ 한국'],1시간 55분
1906,미끼,2.9,4,['1998 ・ 드라마 ・ 한국'],1시간 41분
1911,Night of the Devil's Bride,2.0,1,['1975 ・ 공포'],
1912,샤도우 워리어스 2,2.2,7,['1998 ・ 액션 ・ 캐나다'],
1913,치로야 엘리야,1.5,2,['1993 ・ 이탈리아'],1시간 26분
1920,닥터 스트레인지러브,3.9,2만,['1964 ・ 코미디 ・ 영국'],1시간 32분
1927,트러블 커플,2.0,4,['1996 ・ 미국'],2시간 15분
1929,노틀담의 꼽추,4.2,329,['1999 ・ 로맨스 ・ 프랑스'],2시간 30분
1940,루시퍼,2.2,16,['1997 ・ 스릴러 ・ 미국'],1시간 28분
1945,"캡틴 뉴먼, M.D.",2.5,4,['1963 ・ 드라마 ・ 미국'],2시간 6분
1959,악인전,3.2,5만,['2019 ・ 범죄 ・ 한국'],
1972,다이얼 112를 돌려라,4.1,7,['1962 ・ 한국'],
1976,무인지대,0.5,1,['1994 ・ 영국'],1시간 29분
1981,스캐너스 2,2.9,53,['1991 ・ 공포 ・ 캐나다'],
1982,스캐너스 3,2.7,16,['1992 ・ 액션 ・ 캐나다'],1시간 39분
1983,최화신룡교,0,0,['1993 ・ 홍콩'],1시간 32분
1984,보디가드 대소동,4.1,7,['1994 ・ 미국'],
1985,악몽의 테레파시,3.0,1,['1975 ・ 공포 ・ 국가불명 ・ 미국'],1시간 34분
1988,크라임 게임,2.7,12,['1994 ・ 범죄 ・ 미국'],1시간 34분
1993,고스트버스터즈 3,3.4,18,['2014 ・ 액션 ・ 영국'],3분
1996,,0,0,[],
2000,체임버,2.7,44,['1996 ・ 드라마 ・ 미국'],1시간 53분
2001,보스턴 킥아웃,3.2,9,['1996 ・ 드라마 ・ 영국'],1시간 50분
2002,Poison Ivy 4: The Secret Societ,0,0,['2008'],1시간 35분
2004,그 남자는 거기 없었다,3.9,1만,['2001 ・ 범죄 ・ 미국 ・ 영국'],
2009,비호웅사지극도전사,0,0,['1994 ・ 홍콩'],
2015,그린 파파야 향기,3.5,"7,624",['1993 ・ 드라마 ・ 프랑스 ・ 베트남'],1시간 44분
2016,내 마음의 지도,3.4,62,['1992 ・ 로맨스 ・ 캐나다 ・ 프랑스 ・ 영국 ・ 호주'],1시간 49분
2017,푸에르토 에스콘디도,3.3,9,['1992 ・ 범죄 ・ 이탈리아'],1시간 50분
2027,크로키,2.1,114,['2018 ・ 드라마 ・ 한국'],
2034,,0,0,[],
2035,다크 라이더,0,0,['1991 ・ 액션 ・ 미국'],
2040,도성불패,2.1,8,['1996 ・ 홍콩'],1시간 30분
2041,나르코,3.0,28,['2004 ・ 프랑스'],1시간 45분
2042,,0,0,[],
2046,우리의 아프리카 여행,3.1,11,['1966 ・ 오스트리아'],13분
2051,클레어 돌란,3.8,2,['1998 ・ 드라마 ・ 미국 ・ 프랑스'],1시간 35분
2058,나를 사랑하는 사람들은 기차를 타시오,0,0,['1998 ・ 드라마 ・ 프랑스'],2시간 2분
2061,,0,0,[],
2067,댄스 미 투 마이 송,3.5,2,['1998 ・ 호주'],1시간 41분
2068,,0,0,[],
2070,"크루스탈리오프, 나의 차!",3.2,26,['1998 ・ 드라마 ・ 프랑스 ・ 러시아'],2시간 30분
2073,,0,0,[],
2074,내가 널 사랑할 수 없는 10가지 이유,4.0,25만,['1999 ・ 로맨틱코미디 ・ 미국'],
2076,헤드폰을 벗어라,1.0,3,['1994 ・ 한국'],1시간 35분
2077,,0,0,[],
2079,,0,0,[],
2084,건축무한육면각체의 비밀,2.4,"4,933",['1998 ・ 스릴러 ・ 한국'],1시간 50분
2086,쉬리,3.7,28만,['1998 ・ 액션 ・ 한국'],1시간 55분
2093,노란 잠수함,3.8,"2,241",['1968 ・ 가족 ・ 영국 ・ 미국'],1시간 25분
2095,놀랍도록 줄어든 사나이,3.6,223,['1957 ・ 스릴러 ・ 영국'],1시간 18분
2097,시티 헌터 2,3.1,4,['1996 ・ 액션 ・ 홍콩'],1시간 40분
2100,록키 호러 픽쳐 쇼,3.8,4만,['1975 ・ 판타지 ・ 영국 ・ 미국'],
2102,서울 황제,2.9,22,['1986 ・ 드라마 ・ 한국'],1시간 50분
2103,,0,0,[],
2108,,0,0,[],
2109,A+ 삶,1.1,5,['1999 ・ 드라마 ・ 한국'],1시간 40분
2116,사하라 전차대,3.8,88,['1943 ・ 미국'],1시간 37분
2119,인 더 프레즌스 오브 어 크라운,3.8,2,['1997 ・ 드라마 ・ 스웨덴 ・ 이탈리아 ・ 노르웨이 ・ 독일 ・ 덴마크'],1시간 59분
2121,홍번구,3.4,2만,['1995 ・ 액션 ・ 홍콩 ・ 캐나다'],1시간 27분
2129,헐리우드 사파리,0,0,['1997 ・ 미국'],1시간 39분
2132,,0,0,[],
2135,너의 시선이 머무는 곳에,2.7,"1,001",['2020 ・ 로맨스 ・ 한국'],
2136,,0,0,[],
2144,다이아몬드 호슈즈,3.5,1,['1945 ・ 미국'],1시간 44분
2145,가스맨,3.8,183,['1998 ・ 드라마 ・ 영국'],15분
2148,킬러,3.3,4,['1998 ・ 카자흐스탄 ・ 프랑스'],1시간 20분
2149,사저대세,4.0,1,['1989 ・ 액션 ・ 홍콩 ・ 미국'],1시간 30분
2150,프라이드: 운명의 순간,1.8,3,['1998 ・ 일본'],2시간 41분
2159,사랑을 합시다,3.5,231,['1960 ・ 코미디 ・ 미국'],
2161,천애추흉,0,0,['홍콩'],
2162,로드 엔드,1.5,1,['1997 ・ 스릴러 ・ 미국'],1시간 38분
2163,천사의 탈출,2.0,1,['1995 ・ 미국'],1시간 35분
2164,평원의 무법자,3.7,1만,['1964 ・ 서부극 ・ 독일 ・ 스페인 ・ 이탈리아 ・ 독일(구 서독)'],1시간 39분
2173,리썰 웨폰 4,3.4,3만,['1998 ・ 액션 ・ 미국'],2시간 2분
2174,스몰 솔저,3.2,2만,['1998 ・ 액션 ・ 미국'],
2177,헤라클레스와 제나,4.0,1,['1998 ・ 애니메이션 ・ 미국'],1시간 38분
2182,비 오는 날 수채화,2.8,725,['1989 ・ 로맨스 ・ 한국'],
2183,,0,0,[],
2185,함정,3.1,"2,138",['1995 ・ 스릴러 ・ 미국'],1시간 42분
2189,엑스 파일: 나는 믿고 싶다,3.0,"9,179",['2008 ・ 드라마 ・ 캐나다 ・ 미국'],
2190,대마법사 멀린,3.1,72,['1998 ・ 로맨스 ・ 영국 ・ 미국'],3시간 2분
2193,올란도,3.6,"5,991",['1992 ・ 드라마 ・ 영국 ・ 러시아 ・ 이탈리아 ・ 프랑스 ・ 네덜란드'],
2195,엄마에게 애인이 생겼어요!,2.3,883,['1995 ・ 로맨틱코미디 ・ 한국'],1시간 35분
2196,헐리웃 스토리,3.1,148,['1990 ・ 드라마 ・ 미국'],1시간 41분
2200,샤도우,2.8,484,['1994 ・ 판타지 ・ 미국'],1시간 47분
2206,하더 데이 폴,3.3,25,['1956 ・ 서부극 ・ 미국'],1시간 49분
2207,ROH Bound by Honor - Night Two,2.5,1,['2018 ・ 미국'],2시간 49분
2209,질리안의 서른 일곱번째 생일에,3.0,33,['1996 ・ 미국'],1시간 33분
2211,밥 말리 - 엑소더스 77,4.0,5,['2007 ・ 다큐멘터리 ・ 미국'],
2215,비밀요원 맥코믹,0,0,['1996 ・ 스릴러 ・ 미국'],1시간 27분
2216,랜드 오브 프리,0,0,['1998 ・ 스릴러 ・ 미국'],1시간 40분
2217,,0,0,[],
2218,도신3: 소년도신,3.2,374,['1997 ・ 액션 ・ 홍콩'],
2228,크리프트 스토리 - 뱀파이어와의 정사,2.6,53,['1996 ・ 공포 ・ 미국'],1시간 27분
2230,레 미제라블,3.4,59,['1995 ・ 드라마 ・ 프랑스'],2시간 54분
2231,밤 그리고 도시,3.0,76,['1992 ・ 드라마 ・ 미국'],1시간 44분
2234,하우스 오브 더 데드,1.6,704,['2003 ・ 액션 ・ 독일 ・ 캐나다 ・ 미국'],1시간 30분
2238,극장판 소년탐정 김전일 Original- 살육의 딥블루,3.5,344,['1999 ・ 애니메이션 ・ 일본'],1시간 30분
2252,열번 찍어도 안 넘어진 사나이,2.4,8,['1980 ・ 한국'],1시간 35분
2253,영구와 땡칠이 4 - 홍콩 할매 귀신,2.8,"1,118",['1991 ・ 판타지 ・ 한국'],1시간 25분
2255,이재수의 난,2.4,"1,009",['1999 ・ 드라마 ・ 프랑스 ・ 한국'],1시간 40분
2256,캔디맨,3.0,"4,680",['1992 ・ 공포 ・ 미국 ・ 영국'],
2259,파도 속으로 2,3.6,5,['1994 ・ 스포츠 ・ 미국'],
2261,대지진,2.7,93,['1974 ・ 재난 ・ 미국'],2시간 3분
2266,소행성,1.9,5,['1997 ・ 액션 ・ 미국'],2시간 3분
2270,닥터 K,1.9,"1,945",['1999 ・ 미스터리 ・ 한국'],
2280,영구와 땡칠이 2 - 소림사 가다,2.7,"1,780",['1989 ・ 액션 ・ 한국'],1시간 25분
2281,태권 소년 어니와 마스타 김,3.0,22,['1989 ・ 액션 ・ 한국'],1시간 30분
2288,,0,0,[],
2295,여자 대장쟁이,0,0,['1982 ・ 한국'],1시간 39분
2309,정무문 2,0,0,['1977 ・ 한국'],1시간 50분
2321,죽엄의 상자,3.1,39,['1955 ・ 한국'],1시간 24분
2329,남과 여,3.2,5만,['2015 ・ 로맨스 ・ 한국'],
2337,"그 여자, 그 남자",2.4,238,['1993 ・ 로맨틱코미디 ・ 한국'],1시간 38분
2363,열혈풍운,0,0,['1990 ・ 액션 ・ 홍콩'],
2365,일리언,1.5,1,['2009 ・ 공포 ・ 미국'],
2367,몽비몽,0,0,['드라마 ・ 국가불명'],
2370,환각특급,3.3,19,['1967 ・ 드라마 ・ 미국'],1시간 25분
2372,나폴레옹,3.4,343,['1995 ・ 드라마 ・ 호주'],1시간 21분
2373,,0,0,[],
2376,하이브리드,0.8,3,['1997 ・ 스릴러 ・ 미국'],1시간 26분
2380,심슨 가족: 더 무비,3.8,19만,['2007 ・ 애니메이션 ・ 미국'],
2383,슬램,2.8,16,['1987 ・ 스릴러 ・ 미국'],1시간 32분
2385,정무문,3.6,4만,['1994 ・ 액션 ・ 홍콩'],1시간 43분
2386,여름 캠프,2.3,4,['1985 ・ 로맨틱코미디 ・ 미국'],1시간 37분
2388,죽음이 어떻게 지구로 왔을까,4.3,2,['1971 ・ 애니메이션 ・ 미국'],
2389,,0,0,[],
2390,남편은 바빠서 불륜에 취한 육체,4.5,1,['2015 ・ 일본'],1시간 3분
2391,,0,0,[],
2392,,0,0,[],
2393,구슬 게임,3.5,20,['1977 ・ 애니메이션 ・ 캐나다'],6분
2395,최우선권,3.2,5,['1982 ・ 애니메이션 ・ 캐나다'],10분
2396,파라다이스,2.9,470,['1982 ・ 드라마 ・ 캐나다'],1시간 40분
2400,기인들,3.4,203,['1961 ・ 드라마 ・ 미국'],
2401,,0,0,[],
2406,언더 화이어,3.2,40,['1983 ・ 드라마 ・ 미국'],2시간 8분
2409,우리 생애 최고의 해,3.3,"1,356",['1946 ・ 로맨스 ・ 미국'],2시간 52분
2413,분노의 주먹,3.9,1만,['1980 ・ 드라마 ・ 미국'],
2417,사랑과 경멸,3.7,"2,896",['1963 ・ 드라마 ・ 프랑스 ・ 이탈리아'],
2419,달려라 루디,3.0,87,['2007 ・ 가족 ・ 독일'],1시간 37분
2427,드라큐라,3.3,884,['1931 ・ 판타지 ・ 미국'],1시간 25분
2428,드라큐라,3.3,"1,852",['1958 ・ 공포 ・ 영국'],
2431,,0,0,[],
2432,보름달 뜬 날,0,0,['1998 ・ 러시아'],1시간 33분
2433,Zucker für die Bestie,0,0,['1998 ・ 스릴러 ・ 독일'],
2435,더 고버네스,2.9,7,['1998 ・ 로맨스 ・ 영국'],1시간 55분
2436,째깍 째깍,2.0,1,['1997 ・ 스웨덴'],1시간 36분
2440,,0,0,[],
2451,천국의 아이들,3.9,533,['1945 ・ 드라마 ・ 프랑스'],
2453,고독,3.6,"2,646",['1967 ・ 범죄 ・ 프랑스 ・ 이탈리아'],
2454,줄리아,3.5,176,['1977 ・ 드라마 ・ 미국'],1시간 56분
2464,가르델의 망명,3.7,5,['1985 ・ 프랑스 ・ 아르헨티나'],2시간 1분
2466,여행,4.0,1,['1992 ・ 스페인 ・ 프랑스 ・ 아르헨티나'],2시간 11분
2469,최후의 추적자,0,0,['1992 ・ 말레이시아'],
2470,이탈자,3.1,440,['1990 ・ 액션 ・ 미국'],
2472,사랑의 로큰롤,2.3,19,['1988 ・ 코미디 ・ 미국'],1시간 37분
2478,,0,0,[],
2479,알렉산더 네브스키,3.4,129,['1938 ・ 액션 ・ 소련'],1시간 52분
2484,,0,0,[],
2490,,0,0,[],
2493,키스할까요?,2.3,"1,919",['1998 ・ 로맨틱코미디 ・ 한국'],
2499,3-4 X 10월,3.3,"1,393",['1990 ・ 액션 ・ 일본'],1시간 36분
2503,샤도우 빌더,2.3,4,['1998 ・ 공포 ・ 캐나다 ・ 미국'],1시간 30분
2504,스키드마크,1.3,3,['1998 ・ 미스터리 ・ 캐나다 ・ 미국'],1시간 36분
2513,검은 고양이 흰 고양이,3.8,886,['1998 ・ 코미디 ・ 유고슬라비아 ・ 프랑스 ・ 독일 ・ 오스트리아 ・ 그리스'],2시간 7분
2514,노부인과 비둘기들,3.7,290,['1997 ・ 애니메이션 ・ 프랑스'],25분
2515,머메이드: 죽음의 호수,2.0,130,['2018 ・ 드라마 ・ 러시아'],
2516,베이비 인 암스,3.3,15,['1939 ・ 미국'],1시간 33분
2517,La sortie de l'arsenal,2.4,22,['1902 ・ 프랑스'],1분
2518,포레스트 검프,4.3,50만,['1994 ・ 드라마 ・ 미국'],
2525,카스카듀어,3.3,3,['1998 ・ 액션 ・ 독일'],1시간 46분
2530,알렉산더 전기 - 극장판,3.4,7,['1997 ・ 애니메이션 ・ 일본 ・ 한국'],1시간 15분
2534,트위스터 2 - 리벤지 오브 트위스터,2.2,6,['1998 ・ 재난 ・ 미국'],1시간 36분
2536,왕각적천궁 2 - 남소의,3.0,1,['1996 ・ 홍콩'],
2542,골치 아픈 여자,3.4,94,['1986 ・ 범죄 ・ 미국'],1시간 33분
2543,러브 어페어,3.7,"1,505",['1957 ・ 로맨스 ・ 미국'],1시간 59분
2544,하우 투 메이크 러브 투 어 우먼,2.4,258,['2010 ・ 코미디 ・ 미국'],
2545,웨딩 파티,2.8,15,['1969 ・ 코미디 ・ 미국'],1시간 32분
