제목,개봉일,국가,장르,별점,네티즌수
휴먼 네이쳐,2002-01-25,미국,코미디,8.0,9
유 캔 카운트 온 미,2001-12-14,미국,드라마,8.2,13
칸다하르,2002-03-01,"이란, 프랑스",드라마,7.2,5
스트레이트 스토리,2001-11-30,"프랑스, 영국, 미국",어드벤처/드라마,8.7,44
"버스, 정류장",2002-03-08,한국,로맨스/멜로/드라마,8.2,52
뱀파이어 헌터 D,0000-00-00,"홍콩, 일본, 미국",액션/판타지/공포/애니메이션,8.6,51
아프리카,2002-01-11,한국,드라마,7.1,21
오션스 일레븐,2002-03-01,"오스트레일리아, 미국",코미디/범죄,7.6,124
내겐 너무 가벼운 그녀,2002-02-22,미국,코미디/로맨스/멜로,8.3,84
디 아더스,2017-09-07,"미국, 스페인, 프랑스, 이탈리아",미스터리/공포,8.7,235
이것이 법이다,2001-12-21,한국,액션/스릴러/드라마,7.1,9
바닐라 스카이,2001-12-21,미국,로맨스/멜로/미스터리,8.1,162
마리이야기,2002-01-11,한국,애니메이션/드라마,7.6,18
공공의 적,2002-01-25,한국,액션,8.7,233
붉은 다리 아래 따뜻한 물,2004-04-30,"일본, 프랑스",코미디/로맨스/멜로/판타지,6.1,13
잉글리쉬 브라이드,2001-12-08,"캐나다, 영국",드라마,7.0,1
러브레터,2019-12-26,일본,드라마/로맨스/멜로,9.2,735
스왈로우테일 버터플라이,2005-06-23,일본,드라마,8.3,46
언두,2005-06-23,일본,드라마,7.5,11
피크닉,2005-06-23,일본,드라마,8.3,20
원더풀 라이프,2018-01-04,일본,드라마,7.1,44
몬스터 주식회사 3D,2013-02-07,미국,판타지/애니메이션,8.7,139
잔다라,2002-01-11,태국,로맨스/멜로/드라마,8.1,13
걸스 온 탑,2002-01-26,독일,코미디,7.0,6
에너미 라인스,2002-01-18,미국,액션/전쟁,7.5,52
라스트 캐슬,2002-01-25,미국,액션/드라마/스릴러,7.8,67
리빙 하바나,2002-05-03,미국,드라마,7.2,9
더 원,2002-01-18,미국,액션/SF,5.6,29
턴 잇 업,2002-02-22,한국,드라마,7.3,6
이소룡을 찾아랏!,2002-01-26,한국,미스터리/판타지,7.7,3
디 오더,2002-02-02,"아루바, 미국",액션/어드벤처,4.3,3
블랙 호크 다운,2002-02-01,미국,액션/전쟁/드라마,8.3,253
발렌타인 데이,2002-01-26,홍콩,코미디,7.0,1
차이나 스트라이크 포스,2001-11-17,"홍콩, 미국",액션,7.1,7
썸머 캐치,0000-00-00,미국,코미디/로맨스/멜로,8.0,2
러브 어페어,1995-03-11,미국,로맨스/멜로/코미디,9.3,130
홍번구,1995-01-21,"캐나다, 홍콩",코미디/액션,7.8,35
나이스 가이,1997-02-01,"오스트레일리아, 홍콩, 미국",코미디/액션,7.4,14
성룡의 썬더볼트,1995-09-08,홍콩,액션,7.2,24
취권 2,1994-02-05,홍콩,코미디/액션,9.0,43
폴리스 스토리 4,,홍콩,액션,7.0,27
왕자와 무희,,"영국, 미국",코미디/로맨스/멜로,8.3,9
소펠 부인,0000-00-00,미국,로맨스/멜로/드라마,2.5,2
비욘드 더 무비 : 반지의 제왕,0000-00-00,미국,다큐멘터리,7.0,2
러브스토리,1971-12-19,미국,로맨스/멜로,8.6,55
티파니에서 아침을,2012-04-12,미국,코미디/로맨스/멜로,8.2,97
스타트랙 8 : 퍼스트 콘택,0000-00-00,미국,SF,8.4,7
스타트랙 9 : 최후의 반격,0000-00-00,미국,SF,7.2,4
비욘드 더 리미츠,,독일,공포/스릴러,7.5,2
소용돌이,2000-09-02,일본,공포,6.5,14
눈오는 날의 왈츠,1999-02-06,"프랑스, 러시아",드라마,10.0,2
목인의 신부,1998-06-01,대만,드라마,9.0,1
콜래트럴 데미지,2002-02-08,미국,액션/스릴러,5.6,18
클레오파트라,,"미국, 영국, 스위스",드라마/로맨스/멜로,9.0,15
최후의 바이러스 전쟁,0000-00-00,미국,드라마,8.0,3
양배추인형의 클럽하우스,0000-00-00,미국,애니메이션,10.0,3
푸시캣 클럽,0000-00-00,"캐나다, 미국",코미디,6.0,2
세인트 엘모의 열정,0000-00-00,미국,드라마,5.7,6
전쟁의 사상자들,0000-00-00,미국,전쟁,8.7,32
크레이머 대 크레이머,1980-09-12,미국,드라마,8.5,38
화니 걸,,미국,코미디/뮤지컬/로맨스/멜로,8.9,11
황금광 시대,,미국,코미디/어드벤처,8.1,32
뮤턴트 에일리언,2002-02-22,미국,애니메이션/코미디/SF,8.0,2
너티 프로페서 2,2000-10-07,미국,코미디/판타지,5.8,5
슬랙커즈,2002-03-01,"캐나다, 미국",코미디/로맨스/멜로,3.5,2
아메리칸 히스토리 X,1999-04-17,미국,범죄/드라마,8.7,95
뷰티풀 마인드,2002-02-22,미국,드라마,8.7,235
페노메논,1996-09-21,미국,로맨스/멜로/판타지,8.5,23
뉴욕 세 남자와 아기,,미국,코미디,6.0,1
산타 후?,,미국,액션/어드벤처/코미디/판타지/뮤지컬,4.0,1
로젠크랜츠와 길덴스턴은 죽었다,,"영국, 미국",코미디/드라마,7.7,3
팬티의 꽃,,일본,드라마,9.3,9
위대한 비상,2002-03-29,프랑스,다큐멘터리,9.7,6
"안녕, 은하철도 999",,일본,애니메이션/SF/어드벤처/판타지,6.6,5
내 무덤에 침을 뱉어라,,미국,공포/범죄/스릴러,7.0,22
다운 엔젤,0000-00-00,미국,스릴러,5.0,1
육체의 학교,1999-06-05,"벨기에, 프랑스, 룩셈부르크",로맨스/멜로/드라마,7.4,5
싸울아비,2002-02-22,"일본, 한국",액션/전쟁,2.7,15
디-톡스,2002-02-08,"독일, 미국",스릴러/드라마,7.8,6
투 문 정션,1988-07-23,미국,로맨스/멜로/성인/드라마,6.0,13
리벤지,1990-09-29,미국,액션/스릴러,7.8,24
리얼 맥코이,1993-12-25,미국,액션/범죄,8.0,11
이블 데드 3 - 암흑의 군단,1992-10-31,미국,어드벤처/코미디/공포,7.3,35
하나비,1998-12-05,일본,액션/드라마,7.7,46
쉬즈 올 댓,0000-00-00,미국,코미디/로맨스/멜로,7.6,24
로보트태권V,2007-01-18,한국,SF/애니메이션,8.2,130
유주얼 서스펙트 2,2002-02-16,미국,스릴러,4.5,4
아편전쟁,1997-10-18,중국,전쟁,5.8,8
맹진사댁 경사,0000-00-00,한국,코미디/시대극,8.2,10
데드 존,0000-00-00,미국,공포,8.0,6
텍사스 전기톱 학살,,미국,스릴러/공포,8.0,39
파이날 캇,0000-00-00,미국,액션,3.0,1
식인박쥐,,미국,공포,10.0,1
거미,0000-00-00,미국,스릴러/SF/공포,5.0,1
버블 보이,0000-00-00,미국,코미디/어드벤처,6.5,6
니고시에이터,0000-00-00,미국,스릴러/드라마,6.7,3
푸티 탕,0000-00-00,미국,코미디/액션/뮤지컬/어드벤처,9.0,1
예수의 마지막 유혹,2002-01-25,"미국, 캐나다",시대극/드라마,6.2,30
1492 콜럼버스,1992-12-24,"영국, 미국, 프랑스, 스페인",어드벤처/드라마,7.8,18
검투사 아틸라,,프랑스,뮤지컬,9.0,2
노틀담의 꼽추 2,0000-00-00,미국,가족/로맨스/멜로/뮤지컬/어드벤처/애니메이션,7.3,3
트론,1982-07-09,미국,액션/SF/어드벤처,7.5,18
컬러 오브 머니,1987-10-31,미국,드라마,8.1,18
결혼 기념일에 생긴 일,2002-02-14,미국,코미디/드라마,6.0,1
십계,1982-07-28,미국,드라마/어드벤처,8.5,75
얼라이브,1993-04-24,미국,어드벤처/드라마,8.2,63
위대한 생애,,미국,드라마,10.0,2
멍키본,,미국,코미디/판타지/애니메이션,5.7,3
알리,2002-03-01,미국,드라마,8.8,8
돈 세이 워드,2002-03-15,"미국, 오스트레일리아",범죄/스릴러,7.5,19
스물 넷,2002-03-15,한국,로맨스/멜로,5.9,7
악마같은 여자,2002-03-01,"미국, 오스트레일리아",코미디/로맨스/멜로,7.0,8
스탈린그라드-최후의 전투,2014-01-23,독일,전쟁,8.4,63
나인 하프 위크 2,0000-00-00,미국,성인,3.0,1
S.I.S. 필살처형,0000-00-00,미국,액션,7.3,3
제인 에어,1996-01-20,"프랑스, 이탈리아, 영국, 미국",드라마/로맨스/멜로,8.2,30
아이리스,2002-03-08,"영국, 미국",드라마/로맨스/멜로,7.6,14
진시황,0000-00-00,"캐나다, 중국",다큐멘터리,10.0,1
빠삐용,2016-08-25,"미국, 프랑스",어드벤처/드라마,9.2,151
야키,,일본,애니메이션,9.8,5
올란도,1994-03-12,"프랑스, 영국, 이탈리아, 네덜란드, 러시아",로맨스/멜로/드라마,8.1,16
딥 블루 씨 2,0000-00-00,"대만, 미국",스릴러,5.4,5
"소년, 소녀를 만나다",2014-11-04,프랑스,드라마/로맨스/멜로,6.9,12
나쁜 피,1994-12-10,프랑스,범죄/드라마/로맨스/멜로,8.3,17
우나기,1999-05-01,일본,드라마,7.8,24
라이딩 위드 보이즈,2002-03-08,미국,코미디,8.8,20
스파이 게임,2002-03-15,"미국, 독일, 일본, 프랑스",액션/스릴러,8.6,143
그리팅,,미국,코미디/드라마,9.5,2
딥 레인지,0000-00-00,스페인,SF/공포,2.7,7
스토리 오브 O - 르네의 사생활,,"프랑스, 서독, 캐나다",로맨스/멜로/드라마,5.0,3
마라톤맨,1978-09-15,미국,범죄/스릴러,7.9,17
48시간 2,1990-10-27,미국,코미디,6.8,5
스타트랙 6 : 미지의 세계,0000-00-00,미국,SF,7.4,7
스타트랙 7 : 넥서스트랙,1995-10-21,미국,SF,6.3,3
제17포로수용소,,미국,코미디/전쟁/드라마,9.5,6
그들만의 계절,1999-09-11,미국,드라마,9.0,3
록스베리 나이트,0000-00-00,미국,코미디,9.0,2
사랑은 비를 타고,,미국,뮤지컬,8.9,55
무기여 잘 있거라,0000-00-00,미국,전쟁,5.8,8
학이 난다,1957-10-12,러시아,로맨스/멜로/전쟁,7.5,2
레드 리버,,미국,액션/어드벤처/로맨스/멜로/서부,6.8,4
로미오와 줄리엣,1978-12-30,"영국, 이탈리아",로맨스/멜로/드라마,9.1,60
해바라기,,"이탈리아, 프랑스, 러시아",드라마,8.5,32
클루트,0000-00-00,미국,미스터리,5.0,2
아름다운 질투,1958-07-31,미국,코미디/로맨스/멜로,1.5,2
42년의 여름,0000-00-00,미국,드라마,5.6,5
프롬 헬,2002-03-15,미국,범죄/공포,7.7,36
존 큐,2002-03-15,미국,범죄/스릴러/드라마,8.4,76
엑스페리먼트,2002-03-22,독일,스릴러,7.6,51
써클,2002-03-16,"스위스, 이란, 이탈리아",드라마,8.0,2
서울,2002-03-22,일본,액션,7.1,7
촉산전,2014-03-27,"중국, 홍콩",액션/판타지,5.6,30
밴디츠,2002-03-28,미국,코미디,7.8,13
배틀 로얄,2002-04-05,일본,액션/스릴러,6.8,145
몬테 크리스토,2002-03-14,"영국, 아일랜드, 미국",액션/어드벤처,8.4,45
정글쥬스,2002-03-22,한국,코미디,6.6,26
고스포드 파크,2002-04-12,"영국, 미국, 이탈리아",코미디/드라마/미스터리,6.7,23
인 더 베드룸,,미국,드라마,7.3,6
아이 엠 샘,2002-10-18,미국,드라마,9.1,337
몬스터 볼,2002-10-25,"미국, 캐나다",로맨스/멜로/드라마,8.0,33
섹시 비스트,,"영국, 스페인",범죄/스릴러/드라마,5.4,7
타임 머신,2002-03-29,미국,SF/어드벤처/액션,7.6,65
생활의 발견,2002-03-22,한국,로맨스/멜로/드라마,6.7,89
복수는 나의 것,2002-03-29,한국,스릴러/범죄,8.0,251
롤러볼,2002-03-22,미국,액션,6.7,3
원더풀 데이즈,2020-10-28,한국,애니메이션/액션/SF/판타지,6.6,33
007 나를 사랑한 스파이,,영국,액션/어드벤처/스릴러,8.4,22
슈퍼맨,1979-03-31,"영국, 미국",액션/SF,8.6,50
미래소년 코난,,일본,애니메이션/어드벤처/SF,9.3,97
드라리온,,"캐나다, 미국",다큐멘터리/가족,9.0,1
언터처블,1989-11-18,미국,액션,8.8,78
폴 뉴먼의 선택,,미국,로맨스/멜로/스릴러,6.8,5
로드 오브 링스,1978-11-15,미국,애니메이션/어드벤처/판타지,5.8,4
지킬 박사와 하이드,,영국,스릴러,8.8,4
진홍의 여왕,,미국,드라마,4.5,2
지상에서 영원으로,0000-00-00,미국,로맨스/멜로/전쟁,8.6,17
용감한 변호사,0000-00-00,미국,범죄/스릴러,8.2,13
미드나잇 가든,0000-00-00,미국,스릴러,7.8,6
혹성탈출,,미국,어드벤처/SF,9.0,70
와일드 사파리,0000-00-00,"영국, 미국",코미디,6.5,2
몬티 파이튼의 성배,,영국,어드벤처/코미디,6.8,32
점원들,,미국,코미디,7.3,10
보우핑거,0000-00-00,"
                                        96분
                                    ",미국,7.0,1
조이 럭 클럽,1994-01-22,미국,드라마,8.1,18
내 차 봤냐?,0000-00-00,미국,코미디/SF,6.4,18
빅 트러블,1986-07-26,미국,액션/판타지,6.9,15
커리지 언더 파이어,0000-00-00,미국,전쟁,8.2,21
U2 래틀 앤드 험,0000-00-00,미국,다큐멘터리,9.0,1
아더왕 이야기,,미국,가족/판타지/애니메이션,6.0,5
애들이 줄었어요,1990-12-22,미국,어드벤처/코미디/가족,7.4,22
도베르만,0000-00-00,프랑스,범죄/액션,7.7,15
슈가 앤 스파이스,,미국,코미디/범죄,8.0,4
위험한 게임,0000-00-00,미국,어드벤처,3.5,2
4차원의 난장이 E.T,,영국,어드벤처/코미디/판타지,7.8,5
밀회,,영국,로맨스/멜로/드라마,8.2,11
분홍신,,영국,드라마/로맨스/멜로,6.9,8
베토벤 2,0000-00-00,미국,코미디,7.9,12
나이트메어 7 - 뉴 나이트메어,1995-05-13,미국,판타지/공포,5.8,10
나이트메어 2 : 프레디의 복수,,미국,판타지/공포/스릴러,5.2,17
졸업,2020-02-13,미국,로맨스/멜로/코미디,7.7,75
위대한 환상,,프랑스,전쟁/드라마,6.5,6
시실리안,0000-00-00,미국,범죄,6.8,4
레이크뷰 테라스,,미국,스릴러/드라마,7.3,7
오스모시스 존스,0000-00-00,미국,코미디/액션/애니메이션,8.2,10
세션 나인,2002-03-22,미국,스릴러/공포,6.4,19
웨이트 오브 워터,2002-03-29,"프랑스, 미국",미스터리,6.6,8
로얄 테넌바움,2002-03-29,미국,코미디/드라마,7.7,38
13 고스트,2002-04-12,"미국, 캐나다",공포/미스터리,7.2,42
블레이드 2,2002-04-04,"독일, 미국",액션/공포,8.0,81
세렌디피티,2002-04-19,미국,로맨스/멜로/판타지,7.6,142
밀리언 달러 호텔,2002-05-31,독일,스릴러,6.2,31
공각기동대,2002-04-12,일본,애니메이션/SF/스릴러/액션,8.6,76
집으로...,2019-09-05,한국,가족/드라마,9.2,255
재밌는 영화,2002-04-12,한국,코미디,6.7,46
E.T.,2011-08-11,미국,가족/판타지,9.1,174
보일러 룸,2000-10-14,미국,스릴러/범죄/드라마,8.0,7
스파이더맨,2002-05-03,미국,액션/스릴러/SF,8.1,218
몽중인,2002-04-05,한국,드라마,8.0,2
모스맨,2002-04-19,미국,공포/미스터리/스릴러,5.6,17
마제스틱,2002-04-26,미국,드라마,7.8,39
아이언 팜,2002-04-19,한국,코미디,4.3,6
더 바디,0000-00-00,"프랑스, 미국",스릴러,5.5,2
에브리바디 페이머스,2002-04-12,벨기에,드라마,7.0,1
소림축구,2002-05-17,"중국, 홍콩",코미디/액션,7.9,122
다이아몬드를 쏴라,2002-04-12,"캐나다, 영국",코미디/범죄,7.2,5
타이거랜드,,"미국, 독일",드라마/전쟁,5.9,8
스콜피온 킹,2002-04-19,"벨기에, 독일, 미국",액션/어드벤처,7.3,25
모탈 트랜스퍼,2002-04-19,"독일, 프랑스",코미디/스릴러,10.0,1
울랄라 씨스터즈,2002-04-26,한국,코미디,6.7,15
커먼 웰스,2002-04-26,스페인,코미디/범죄/스릴러,8.7,3
"결혼은, 미친짓이다",2002-04-26,한국,로맨스/멜로/드라마,7.6,108
아라크네의 비밀 3,0000-00-00,미국,SF/공포,4.7,3
신데렐라 2,0000-00-00,미국,애니메이션,8.5,2
화성의 유령들,2002-04-26,미국,액션/공포/SF,5.9,12
런 투 유,2003-05-30,한국,액션,3.5,2
그 남자는 거기 없었다,2002-05-03,"미국, 영국",범죄/드라마,7.6,41
"해적, 디스코왕 되다",2002-06-06,한국,코미디,5.9,29
위 워 솔저스,2002-05-03,"미국, 독일",액션/전쟁,7.9,77
하트 인 아틀란티스,2002-05-10,미국,드라마,7.9,8
마르티나,2002-05-10,스페인,드라마,6.0,5
케이티,2002-05-03,"일본, 한국",스릴러,7.2,20
4발가락,2002-05-17,한국,코미디/액션,3.3,20
일단 뛰어,2002-05-10,한국,코미디/액션,5.8,16
척화영웅,,"중국, 홍콩",액션/전쟁/시대극/드라마,5.5,2
오버 더 레인보우,2002-05-17,한국,로맨스/멜로,8.8,77
오픈 유어 아이즈,1999-02-06,"스페인, 프랑스, 이탈리아",미스터리/로맨스/멜로,7.7,41
케이조쿠,0000-00-00,일본,공포,5.0,4
맨하탄,,미국,코미디/로맨스/멜로,7.4,12
묻지마 패밀리,2002-05-31,한국,코미디,7.1,30
그들만의 월드컵,2002-05-10,"영국, 미국",코미디/드라마,6.4,17
잠자는 숲속의 공주,,미국,애니메이션/뮤지컬/로맨스/멜로,7.8,24
후아유,2002-05-24,한국,드라마,8.7,93
검정고무신,0000-00-00,한국,애니메이션,9.6,29
잠입자,,"독일, 러시아",미스터리/SF,6.4,9
취화선,2002-05-10,한국,드라마,8.4,91
오! 형제여 어디에 있는가?,2000-11-18,"프랑스, 영국, 미국",코미디/어드벤처,8.1,32
코르키 로마노,,미국,코미디,6.0,3
쇼타임,2002-05-23,"오스트레일리아, 미국",코미디/액션,6.0,7
워크 투 리멤버,2018-11-29,미국,로맨스/멜로,8.8,139
40 데이즈 40 나이트,2002-05-17,"미국, 영국, 프랑스",코미디/로맨스/멜로,5.5,10
아이스 에이지,2002-08-08,미국,코미디/어드벤처/애니메이션,8.0,46
디스터번스,2002-05-24,미국,스릴러,7.3,9
쉬핑 뉴스,2002-05-27,미국,드라마,6.6,14
퀸 오브 뱀파이어,2002-06-28,"오스트레일리아, 미국",판타지/공포,5.3,12
하트의 전쟁,2002-05-17,미국,전쟁/드라마,8.0,26
하이 크라임,2002-05-30,미국,범죄/스릴러,7.5,21
레지던트 이블,2002-06-13,"독일, 프랑스, 영국",액션/공포,8.3,154
빵과 장미,2002-05-24,"스위스, 독일, 스페인, 프랑스, 영국, 이탈리아",드라마,8.2,20
미션 바라바,2002-06-21,"일본, 한국",액션,6.0,2
아들을 동반한 검객 2,,일본,액션,7.0,6
브루져,2002-04-00,"캐나다, 미국",공포,6.7,3
마이너리티 리포트,2002-07-26,미국,SF/미스터리/범죄/액션/스릴러,8.7,240
머더 바이 넘버,2002-06-06,미국,범죄/스릴러,6.2,5
미워도 다시 한 번 2002,2002-05-31,한국,로맨스/멜로,10.0,1
겟 오버 잇,0000-00-00,미국,코미디/로맨스/멜로/뮤지컬,8.6,5
51번째 주,2002-06-06,"영국, 캐나다",액션/코미디,6.7,6
스타워즈 에피소드 2 - 클론의 습격,2002-07-03,미국,액션/SF/판타지/어드벤처,7.6,1584
판타스틱 소녀백서,2002-06-21,"독일, 영국, 미국",코미디/드라마,7.4,27
챔피언,2002-06-28,한국,드라마,8.4,34
아침바라기,,한국,애니메이션,9.5,2
캔디 케인,2002-06-28,미국,액션/공포,7.3,48
천재소년 지미 뉴트론,2002-06-06,미국,SF/어드벤처/애니메이션,7.4,7
라이터를 켜라,2002-07-16,한국,코미디,7.3,79
센과 치히로의 행방불명,2015-02-05,일본,애니메이션/판타지/어드벤처,9.2,1089
뚫어야 산다,2002-06-21,한국,코미디,2.7,9
마고,2002-06-13,한국,판타지,5.1,13
예스터데이,2002-06-13,한국,SF,5.3,15
하드 캐쉬,2002-07-19,"아루바, 미국",범죄/액션,5.0,2
패닉 룸,2002-06-21,미국,범죄/스릴러,6.9,93
글래스 하우스,2002-06-14,미국,액션,7.2,19
마음대로 훔쳐라,,미국,코미디/범죄,9.0,2
다크 콜로니,,미국,스릴러/공포,9.0,1
유주얼 서스펙트,2016-10-20,"미국, 독일",범죄/미스터리/스릴러,8.9,447
톰과 제리의 요술반지,2002-06-00,미국,코미디/가족/액션/애니메이션,0.0,1
